scene_id,radar_x,radar_y,radar_z,lidar_x,lidar_y,lidar_z
8,7.644467674897135,1.519835697824301,-1.5239999999999998,7.43104907888174,1.0107212661738694,-0.8251806314912606
16,7.291493565752572,2.773343640716761,-1.5239999999999998,7.286146763180556,2.179000902098889,-0.8270838851863332
24,6.769685200789962,3.8407019793396353,-1.5239999999999998,6.840905448567,3.2248444674249996,-0.82941026462545
31,5.860116866313042,4.9388237273415765,-1.5239999999999998,6.060319231333157,4.308084402166842,-0.8183075842631055
64,5.247600607756488,2.1113000423197184,-1.5239999999999998,5.2367359044995005,1.7434655865864996,-0.7826214317477498
